1688,Recoll. of Pain
1613,Malevolent Mem.
1609,Profane Memory
1466,Relic Iron
1186,Bomb Queen Core
1520,Goblin Grease
4798,Stonega II
2186,Imp. Mtl. Piece
2187,Imp. Gold Piece
3279,Neptunal Tatter
750,Silver Beastcoin
2229,Chimera Blood
4486,Dragon Heart
865,Nidhogg Scales
943,Poison Dust
1414,Wisteria Lumber
1027,Rnp. Chest Key
4164,Prism Powder
4166,Deodorizer
1518,Colossal Skull
3040,Artisan Seal: Hd
3043,Artisan Seal: Lg.
2811,Aptant: Primus
2999,Aether Fragment
3041,Artisan Seal: Bd.
737,Gold Ore
3042,Artisan Seal: Hn.
3117,Bale Seal: Hd.
1474,Infinity Core
1521,Slime Juice
646,Adaman Ore
3018,Luminous Tissue
947,Firesand
1313,Siren's Hair
645,Darksteel Ore
658,Damascus Ingot
655,Adaman Ingot
4163,Blinding Potion
4158,Venom Potion
924,Fiend Blood
4361,Nebimonite
747,Ocl. Ingot
887,Coral Fragment
4272,Dragon Meat
4173,Hi-Reraiser
3204,Caller's Seal: Ft.
558,Tarut:The Fool
929,Black Ink
2013,Lizard Blood
932,Carbon Fiber
944,Venom Dust
515,Linkpearl
3017,Radiant Chip
652,Steel Ingot
5571,Karakul Meat
1626,Avatar Blood
1108,Sulfur
1109,Artificial Lens
1992,Holy Leather
4162,Silencing Potion
4159,Paralyze Potion
640,Copper Ore
642,Zinc Ore
677,White Steel
678,Aluminum Ore
684,Aluminum Chain
736,Silver Ore
744,Silver Ingot
11811,Destrier Beret
12633,Elvaan Jerkin
16575,Curtana
16534,Onion Sword
16911,Amanojaku
18695,Cerberus Bow
17209,Martial Bow
17381,Comp. Fishing Rod
17399,Sabiki Rig
16546,Katzbalger
13808,Fsh. Tunica
14818,Worker Gloves
14070,Fsh. Gloves
14292,Fisherman's Hose
14177,Worker Boots
14171,Fisherman's Boots
13076,Fang Necklace
17386,Lu Shang's F. Rod
16301,Focus Collar
16514,Mailbreaker
16967,Mikazuki
13198,Swordbelt
13646,Amemet Mantle +1
17652,Joyeuse
13692,Skulker's Cape
12694,Ctr. F. Gauntlets
18093,Couse
16888,Battle Fork
16867,Orc Piercer
12444,Raptor Helm
12438,Centurion's Visor
12885,Elv. M Chausses
12566,Ctr. Scale Mail
12552,Chainmail
17015,Halcyon Rod
14022,Alkyoneus's Brc.
12822,Ctr. Cuisses
12842,Soil Sitabaki
12808,Chain Hose
12957,Dusk Ledelsens
12970,Soil Kyahan
12950,Ctr. Greaves
15523,Chivalrous Chain
16707,Bhuj
13690,Forager's Mantle
15941,Headlong Belt
14630,Flame Ring
16962,Ashura
16973,Homura
17820,Gunromaru
16960,Uchigatana
16966,Tachi
17415,Shellbuster
19025,Pole Grip
15884,Potent Belt
20872,Ixtab
14089,Fighter's Calligae
16678,Razor Axe
16544,Ryl.Arc. Sword
16554,Hanger
14867,Magical Mitts
17697,Mighty Talwar
17753,Organics
18852,Octave Club
15107,Assassin's Armlets
20543,Maochinoli
18300,Gungnir
15265,Magus Keffiyeh
14724,Moldavite Earring
13805,Assault Jerkin
20721,Mimesis
13495,San d'Orian Ring
14764,Minuet Earring
4878,Absorb-INT
129,Imperial Standard
1335,W.Abjuration: Bd.
3355,Divine Bijou
3705,Far East Hearth
1525,Adamantoise Egg
1526,Wyrm Beard
1326,A.Abjuration: Hn.
1315,D.Abjuration: Bd.
1338,W.Abjuration: Ft.
1341,N.Abjuration: Hn.
1324,A.Abjuration: Hd.
1330,M.Abjuration: Bd.
1336,W.Abjuration: Hn.
2438,H.Abjuration: Ft.
1334,W.Abjuration: Hd.
1547,Mini Fork of Earth
1544,Mini Fork of Fire
1549,Mini Fork of Wtr.
1343,N.Abjuration: Ft.
1527,Behemoth Tongue
18784,Metasoma Katars
15198,Sprout Beret
17472,Cross-Counters
16409,Lynx Baghnakhs
13056,Peacock Charm
20665,Kam'lanaut's Sword
13417,Eris' Earring
15294,Warwolf Belt
13281,Sniper's Ring +1
15793,Anniversary Ring
16714,Neckchopper
17049,Maple Wand
16407,Brass Baghnakhs
15242,Crow Beret
16517,Degen
17085,Holy Wand
14498,Crow Jupon
13723,Pyro Robe
12430,Ryl.Kgt. Bascinet
12458,Soil Hachimaki
14021,Pallas's Bracelets
12739,Black Mitts
14907,Crow Bracers
12562,Kirin's Osode
15578,Crow Hose
14437,Hachiman Domaru
16470,Gully
17929,Bastokan Axe
16721,Huge Moth Axe
16712,Centurion's Axe
16709,Inferno Axe
16704,Butterfly Axe
18128,Skystrider
16848,Darksteel Lance
16857,Wind Spear
16836,Halberd
16835,Spear
18085,Platoon Lance
19305,Pike
16964,Zanbato
17807,Gld.Msk. Uchigat.
13735,Haubergeon +1
12572,Raptor Jerkin
10293,Chocobo Shirt
14838,Creek F Mitts
12700,Raptor Gloves
14874,Horomusha Kote
12680,Chain Mittens
12755,Elvaan Gloves
12828,Raptor Trousers
15663,Crow Gaiters
12956,Raptor Ledelsens
13054,Fuma Kyahan
12936,Greaves
17799,Imanotsurugi
16265,Wivre Gorget
13061,Spike Necklace
13197,Koenigs Belt
15913,Peiste Belt
13207,Brocade Obi
17868,Humus
13688,Hi-Potion Tank
15907,Qiqirn Sash
17859,Animator
13484,Jadeite Ring
13487,Fluorite Ring
17403,Frog Lure
13489,Chrysoberyl Ring
13491,Moon Ring
13443,Opal Ring
15979,Fowling Earring
13014,Leaping Boots
12486,Emperor Hairpin
12577,Brass Harness
12554,Banded Mail
12560,Scale Mail
12697,Lizard Gloves
12688,Scale Fng. Gnt.
13271,Corsette
11532,Accura Cape
27556,Echad Ring
12656,Magna Jerkin
14669,Jaeger Ring
12696,Leather Gloves
13117,Ranger's Necklace
14657,Dcl.Grd. Ring
17601,Demon's Knife
17925,Fransisca
11292,Mirage Jubbah
15117,Warrior's Cuisses
28540,Warp Ring
15270,Walahra Turban
16346,Mirage Shalwar
15116,Summoner's Brcr.
15139,Abyss Sollerets
15095,Monster Jackcoat
15130,Wyrm Brais
15133,Melee Gaiters
15240,Homam Zucchetto
15241,Nashira Turban
15577,Nashira Seraweels
15661,Homam Gambieras
14739,Suppanomimi
15876,Scout's Belt
16244,Mirage Mantle
12873,Magna M Chausses
12763,Magna Gauntlets
18249,Olibanum Sachet
13017,Mgn. M Ledelsens
18002,Perseus's Harpe
17404,Worm Lure
17400,Sinking Minnow
16996,Sardine Ball
16998,Insect Ball
17396,Little Worm
18453,Unshomaru
11480,Argute M.board
11307,Argute Gown
15090,Sorcerer's Coat
15094,Abyss Cuirass
15101,Summoner's Dblt.
15122,Assassin's Culottes
15142,Scout's Socks
15100,Wyrm Mail
11295,Commodore Frac
11298,Pantin Tobe
15088,Melee Cyclas
15091,Duelist's Tabard
15099,Koga Chainmail
27016,Bagua Mitaines
15108,Valor Gauntlets
15127,Scout's Braccae
15145,Wyrm Greaves
11465,Mirage Keffiyeh
15085,Wyrm Armet
15025,Mirage Bazubands
15576,Homam Cosciales
11388,Pantin Babouches
15132,Warrior's Calligae
15136,Duelist's Boots
15072,Warrior's Mask
15112,Scout's Bracers
16360,Etoile Tights
15040,Argute Bracers
15073,Melee Crown
15075,Sorcerer's Petas.
15076,Duelist's Chapeau
15126,Bard's Cannions
15093,Valor Surcoat
11471,Pantin Taj
17181,Battle Bow +1
17180,Great Bow +1
17178,Power Bow +1
13176,Philomath Stole
12649,Drachen Mail
17302,Juji Shuriken
16767,Triple Dagger
12348,Serket Shield
13552,Serket Ring
15074,Cleric's Cap
15118,Melee Hose
16233,Peiste Mantle
14762,Attila's Earring
13357,Angel's Earring
15809,Jalzahn's Ring
15963,Magnetic Earring
16070,Glory Crown
11291,Magus Jubbah +1
15024,Mag. Bazubands +1
14743,Bushinomimi
14227,Drachen Brais
14075,Andvaranauts
16887,Peregrine
13110,Beast Whistle
12306,Kite Shield
16565,Spatha
12282,Ebon Galoshes
26664,Bagua Galero
16045,Rabao Earring
15184,Voyager Sallet
14466,Fomor Tunic
17610,Bone Knife
16703,Impact Knuckles
16448,Bronze Dagger
12593,Cotton Doublet
12824,Leather Trousers
26272,S. Reraiser Tank
13324,Tortoise Earring
16296,Armiger's Lace
11043,Giant's Earring
14632,Aqua Ring
13135,Promise Badge
13402,Cassie Earring
15143,Saotome Sune-Ate
15877,Koga Sarashi
15878,Wyrm Belt
15478,Melee Cape
15482,Bard's Cape
11468,Comm. Tricorne
15097,Scout's Jerkin
12946,Suzaku's Sune-Ate
12799,Battle Gloves
18320,Relic Maul
27018,Futhark Mitons
11544,Veela Cape
13345,Zircon Earring
15031,Pantin Dastanas
15109,Abyss Gauntlets
14966,Njord's Gloves
27368,Bagua Sandals
11398,Argute Loafers
18278,Relic Blade
17653,Hrotti
11478,Etoile Tiara
15115,Wyrm Fng.Gnt.
15102,Warrior's Mufflers
15672,Abs. Sollerets +1
15119,Cleric's Pantaln.
15121,Duelist's Tights
15129,Koga Hakama
16349,Comm. Trews
13275,Arachne Obi
15146,Summoner's Pgch.
12690,Seiryu's Kote
12434,Genbu's Kabuto
16202,Dagda's Shield
17281,Wingedge
15086,Summoner's Horn
26840,Bagua Tunic
15083,Saotome Kabuto
15079,Abyss Burgeonet
26842,Futhark Coat
15087,Warrior's Lorica
11381,Magus Charuqs +1
18272,Relic Sword
15138,Valor Leggings
15134,Cleric's Duckbills
15131,Summoner's Spats
15128,Saotome Haidate
15084,Koga Hatsuburi
16362,Argute Pants
14906,Nashira Gages
17567,Kirin's Pole
14568,Askar Korazin
17659,Seiryu's Sword
18245,Aureole
16284,Caract Choker
15898,Volunteer's Belt
14281,Blood Cuisses
15662,Nashira Crackows
14903,Drn. Fng. Gnt. +1
17058,Caduceus
14379,Hct. Harness +1
14309,Hct. Subligar +1
15376,Taurus Subligar
15377,Gemini Subligar
15380,Virgo Subligar
13403,Assault Earring
18447,Nanatsusaya
17967,Felling Axe
18254,Tiphia Sting
15543,Rajas Ring
21463,Nepote Bell
25726,Kupo Suit
12308,Darksteel Shield
15544,Sattva Ring
15375,Aries Subligar
15384,Capri. Subligar
15386,Pisces Subligar
17187,Eurytos' Bow
15221,Patroclus's Helm
17303,Manji Shuriken
14672,Tavnazian Ring
16443,Fruit Punches
17597,Dragon Staff
11538,Nexus Cape
17717,Immortal's Scimitar
14812,Loquac. Earring
15545,Tamas Ring
13006,Elv. M Ledelsens
17405,Fly Lure
13486,Zircon Ring
25637,Midras's Helm +1
14468,Yinyang Robe
26406,Kupo Shield
15872,Cleric's Belt
15874,Sorcerer's Belt
15875,Monster Belt
15879,Sao. Koshi-Ate
15480,Assassin's Cape
14905,Homam Manopolas
20826,Hunahpu
17402,Shrimp Lure
15223,Ace's Helm
11038,Dragonkin Earring
14792,Relaxing Earring
27510,Fotia Gorget
17809,Mumeito
15458,Ninurta's Sash
14935,Yigit Gages
17407,Minnow
18633,Chatoyant Staff
15300,Nebimonite Belt
13177,Stone Gorget
17813,Soboro Sukehiro
14873,Bandomusha Kote
15381,Libra Subligar
13301,Vivian Ring
20768,Kaquljaan
15382,Scorpius Subligar
15388,Ophiu. Subligar
28586,Craftmaster's Ring
13656,Errant Cape
20820,Hatxiik
12818,Byakko's Haidate
20917,Xbalanque
18428,Kogitsunemaru
18198,Byakko's Axe
14625,Evoker's Ring
17784,Keppu
13717,Beetle Harness +1
13158,Smn. Torque
21378,Yetshila
15473,Astute Cape
13734,Scp. Harness +1
10954,Alchemst. Torque
14813,Brutal Earring
20630,Atoyac
20731,Xiutleato
21125,Tamaxchi
21233,Ajjub Bow
18816,Wizzan Grip
14398,Alchemist's Apron
